workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1771,Main,,irb,,,,,,,0.0-0.0,,0,66969,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,67018,0,html-button-response,
1771,Main,,instructions,,,,,,,0.0-1.0,, ,61058,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,128080,1,html-keyboard-response,
1771,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.0,42,['are'],,,"Those nurses %is,are% attending to the patients.",137250,2,cloze,
1771,Main,,,PS,those volunteers,P,Hasan,S,Critical,0.0-2.0-0.1,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",177886,3,cloze,
1771,Main,,,SP,Bill,S,those nurses,P,Critical,0.0-2.0-0.2,17,['are'],,,"Either Bill or those nurses %is,are% attending to the patients.",194316,4,cloze,
1771,Main,,,PP,those police officers,P,those detectives,P,Critical,0.0-2.0-0.3,3,['are'],,,"Either those police officers or those detectives %is,are% investigating the crime scene.",222030,5,cloze,
1771,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.4,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",230134,6,cloze,
1771,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.5,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",238513,7,cloze,
1771,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.6,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",263303,8,cloze,
1771,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.7,53,['is'],,,"Pedro %is,are% editing the academic journal.",270510,9,cloze,
1771,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.8,50,['is'],,,"Mateo %is,are% organizing the charity event.",316532,10,cloze,
1771,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.9,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",323507,11,cloze,
1771,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.10,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",328920,12,cloze,
1771,Main,,,SS,Thomas,S,Maria,S,Critical,0.0-2.0-0.11,19,['are'],,,"Either Thomas or Maria %is,are% sewing the dresses.",335786,13,cloze,
1771,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.12,45,['are'],,,"Those volunteers %is,are% sorting the books.",340444,14,cloze,
1771,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.13,72,['is'],,,"Ali %is,are% cooking the festive meal.",345952,15,cloze,
1771,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.14,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",367429,16,cloze,
1771,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.15,64,['is'],,,"Maria %is,are% producing the documentary film.",372487,17,cloze,
1771,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.16,43,['are'],,,"Those kids %is,are% building the tree house.",376624,18,cloze,
1771,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.17,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",380640,19,cloze,
1771,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.18,60,['is'],,,"Kim %is,are% cataloging the library collection.",384304,20,cloze,
1771,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.19,68,['is'],,,"Liam %is,are% solving the mystery case.",388283,21,cloze,
1771,Main,,,PP,these cooks,P,those children,P,Critical,0.0-2.0-0.20,5,['are'],,,"Either these cooks or those children %is,are% preparing dinner.",394420,22,cloze,
1771,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.21,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",430416,23,cloze,
1771,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.22,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",434604,24,cloze,
1771,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.23,44,['are'],,,"Those tailors %is,are% sewing the dresses.",439175,25,cloze,
1771,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.24,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",443630,26,cloze,
1771,Main,,,SP,Krishna,S,those statisticians,P,Critical,0.0-2.0-0.25,12,['are'],,,"Either Krishna or those statisticians %is,are% analyzing the market trends.",450167,27,cloze,
1771,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.26,47,['are'],,,"Those farmers %is,are% tending to the crops.",454795,28,cloze,
1771,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.27,62,['is'],,,"Carlos %is,are% painting the mural.",474576,29,cloze,
1771,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.28,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",478803,30,cloze,
1771,Main,,,PP,those administrators,P,these teachers,P,Critical,0.0-2.0-0.29,11,['are'],,,"Either those administrators or these teachers %is,are% making the admission decisions.",482865,31,cloze,
1771,Main,,,SS,Andy,S,Joey,S,Critical,0.0-2.0-0.30,22,['are'],,,"Either Andy or Joey %is,are% tending to the crops.",488230,32,cloze,
1771,Main,,,SS,Jimmy,S,Carlos,S,Critical,0.0-2.0-0.31,18,['are'],,,"Either Jimmy or Carlos %is,are% building the tree house.",493554,33,cloze,
1771,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.32,49,['are'],,,"Those parents %is,are% taking care of the babies.",499278,34,cloze,
1771,Main,,,SS,Hank,S,Pedro,S,Critical,0.0-2.0-0.33,24,['are'],,,"Either Hank or Pedro %is,are% taking care of the babies.",503123,35,cloze,
1771,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.34,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",507085,36,cloze,
1771,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.35,46,['are'],,,"Those painters %is,are% using the art studio.",519818,37,cloze,
1771,Main,,,PS,those painters,P,Lydia,S,Critical,0.0-2.0-0.36,21,['are'],,,"Either those painters or Lydia %is,are% using the art studio.",533609,38,cloze,
1771,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.37,70,['is'],,,"Joey %is,are% developing the game software.",537760,39,cloze,
1771,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.38,55,['is'],,,"Emma %is,are% resolving the network issues",542650,40,cloze,
1771,Main,,,PP,those astronomers,P,these photographers,P,Critical,0.0-2.0-0.39,16,['are'],,,"Either those astronomers or these photographers %is,are% recording the solar eclipse.",557908,41,cloze,
1771,Main,,,PP,these housekeepers,P,those plumbers,P,Critical,0.0-2.0-0.40,6,['are'],,,"Either these housekeepers or those plumbers %is,are% fixing the leaking pipe.",562574,42,cloze,
1771,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.41,48,['are'],,,"Those athletes %is,are% working out at the gym.",568992,43,cloze,
1771,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.42,73,['is'],,,"Hank %is,are% constructing the playground.",587377,44,cloze,
1771,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.43,2,['are'],,,"Either those students or William %is,are% drafting the important email.",592437,45,cloze,
1771,Main,,,PP,those graduate students,P,these research assistants,P,Critical,0.0-2.0-0.44,7,['are'],,,"Either those graduate students or these research assistants %is,are% conducting the experiments.",597480,46,cloze,
1771,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.45,56,['is'],,,"Peter %is,are% composing the annual report.",601747,47,cloze,
1771,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.46,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",608814,48,cloze,
1771,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.47,51,['is'],,,"Lin %is,are% reviewing the project proposals.",663085,49,cloze,
1771,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.48,59,['is'],,,"Bill %is,are% planning the conference.",668316,50,cloze,
1771,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.49,38,['are'],,,"These architects %is,are% designing the building's layout.",673615,51,cloze,
1771,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.50,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",677852,52,cloze,
1771,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.51,71,['is'],,,"Ellen %is,are% renovating the historic building.",681925,53,cloze,
1771,Main,,,SS,Peter,S,Noah,S,Critical,0.0-2.0-0.52,15,['are'],,,"Either Peter or Noah %is,are% handling the legal documents.",686663,54,cloze,
1771,Main,,,PP,these engineers,P,those electricians,P,Critical,0.0-2.0-0.53,8,['are'],,,"Either these engineers or those electricians %is,are% fixing the wiring issues.",690489,55,cloze,
1771,Main,,,SS,Ellen,S,Ali,S,Critical,0.0-2.0-0.54,23,['are'],,,"Either Ellen or Ali %is,are% working out at the gym.",694204,56,cloze,
1771,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.55,58,['is'],,,"Alex %is,are% installing the security system.",704161,57,cloze,
1771,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.56,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",709143,58,cloze,
1771,Main,,,SS,Zeynab,S,Emma,S,Critical,0.0-2.0-0.57,14,['are'],,,"Either Zeynab or Emma %is,are% proofreading the manuscripts.",713437,59,cloze,
1771,Main,,,PP,these drivers,P,those mechanics,P,Critical,0.0-2.0-0.58,4,['are'],,,"Either these drivers or those mechanics %is,are% repairing the truck engine.",718194,60,cloze,
1771,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.59,65,['is'],,,"Hasan %is,are% decorating the gallery.",722450,61,cloze,
1771,Main,,,PS,those designers,P,Brian,S,Critical,0.0-2.0-0.60,9,['are'],,,"Either those designers or Brian %is,are% creating the fashion collection.",738658,62,cloze,
1771,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.61,54,['is'],,,"Zeynab %is,are% caring for the garden.",742332,63,cloze,
1771,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.62,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",747317,64,cloze,
1771,Main,,,SP,Hossein,S,those illustrators,P,Critical,0.0-2.0-0.63,25,['are'],,,"Either Hossein or those illustrators %is,are% sketching the concept art.",752338,65,cloze,
1771,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.64,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",756236,66,cloze,
1771,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.65,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",761596,67,cloze,
1771,Main,,,PS,these architects,P,Mateo,S,Critical,0.0-2.0-0.66,13,['are'],,,"Either these architects or Mateo %is,are% designing the building's layout.",775699,68,cloze,
1771,Main,,,PS,those boys,P,John,S,Critical,0.0-2.0-0.67,1,['are'],,,"Either those boys or John %is,are% interviewing the movie star.",781139,69,cloze,
1771,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.68,52,['is'],,,"Elias %is,are% leading the scientific research.",785571,70,cloze,
1771,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.69,63,['is'],,,"Thomas %is,are% training at the sports center.",790156,71,cloze,
1771,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.70,67,['is'],,,"Lydia %is,are% tailoring the costumes.",798782,72,cloze,
1771,Main,,,PS,those staff members,P,Sarah,S,Critical,0.0-2.0-0.71,10,['are'],,,"Either those staff members or Sarah %is,are% writing the end-of-year report.",806805,73,cloze,
1771,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.72,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",811519,74,cloze,
1771,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '43', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'NA', 'language': 'Yes', 'education': 'Graduated high school', 'other-language': ''}",83005,,,894896,75,survey,
1771,Main,,thanks,,,,,,,0.0-4.0,,0,3184,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,898088,76,html-button-response,
1625,Main,,irb,,,,,,,0.0-0.0,,0,3697,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,3699,0,html-button-response,
1625,Main,,instructions,,,,,,,0.0-1.0,, ,1774,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,5473,1,html-keyboard-response,
1625,Main,,,SS,Hossein,S,Elias,S,Critical,0.0-2.0-0.0,25,['are'],,,"Either Hossein or Elias %is,are% sketching the concept art.",13255,2,cloze,
1625,Main,,,SS,David,S,Joan,S,Critical,0.0-2.0-0.1,6,['are'],,,"Either David or Joan %is,are% fixing the leaking pipe.",15916,3,cloze,
1625,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.2,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",19748,4,cloze,
1625,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.3,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",21731,5,cloze,
1625,Main,,,SS,Hanako,S,George,S,Critical,0.0-2.0-0.4,4,['are'],,,"Either Hanako or George %is,are% repairing the truck engine.",23178,6,cloze,
1625,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.5,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",24774,7,cloze,
1625,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.6,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",26791,8,cloze,
1625,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.7,58,['is'],,,"Alex %is,are% installing the security system.",28633,9,cloze,
1625,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.8,38,['are'],,,"These architects %is,are% designing the building's layout.",31446,10,cloze,
1625,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.9,70,['is'],,,"Joey %is,are% developing the game software.",32948,11,cloze,
1625,Main,,,PP,these fashion designers,P,those tailors,P,Critical,0.0-2.0-0.10,19,['are'],,,"Either these fashion designers or those tailors %is,are% sewing the dresses.",34819,12,cloze,
1625,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.11,47,['are'],,,"Those farmers %is,are% tending to the crops.",36498,13,cloze,
1625,Main,,,SP,Brian,S,those designers,P,Critical,0.0-2.0-0.12,9,['are'],,,"Either Brian or those designers %is,are% creating the fashion collection.",38878,14,cloze,
1625,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.13,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",40423,15,cloze,
1625,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.14,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",42365,16,cloze,
1625,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.15,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",46863,17,cloze,
1625,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.16,67,['is'],,,"Lydia %is,are% tailoring the costumes.",48232,18,cloze,
1625,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.17,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",50659,19,cloze,
1625,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.18,44,['are'],,,"Those tailors %is,are% sewing the dresses.",54439,20,cloze,
1625,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.19,43,['are'],,,"Those kids %is,are% building the tree house.",55877,21,cloze,
