experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	pomegranate - glazed kebabs with spiced pomegranate chutney , or pink grapefruit , avocado and pomegranate salad with nasturtium flowers	are	be	Plur	taste	cop	pomegranate-glazed kebabs with spiced pomegranate chutney, or pink grapefruit, avocado and pomegranate salad with nasturtium flowers are the popular tastes.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	pursues	pursue	Sing	pursue	advcl	There, the student may extend the Flint Promise scholarship for up to three academic years as he or she pursues a bachelor’s degree.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your PM or email	is	be	Sing	question	cop	If your PM or email is regarding a support question about one of my plug-ins, then please use the relevant forum / thread.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A handkerchief or a bag filled with a piece of jewelry with the words “ Will you be my bridesmaid ? ”	are	be	Plur	way	cop	A handkerchief or a bag filled with a piece of jewelry with the words “Will you be my bridesmaid?” are also great ways to ask your girls.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Senior Pastor or Vicar	has	have	Sing	have	root	Again, as with evangelism, the Senior Pastor or Vicar has to own and be seen to own this mark of mission.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	customers or employees	have	have	Plur	have	advcl	Once customers or employees have digital certificates, the same certificates can be used to digitally sign email, PDF and web formS and Microsoft Word documents.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	repairs	repair	Sing	repair	root	In addition, he or she repairs and replaces defective components.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	technical groom and / or its licensors	own	own	Plur	own	root	Other than the content you own, under these Terms, technical groom and/or its licensors own all the intellectual property rights and materials contained in this Website.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	use or possession of a firearm with those crimes	comes	come	Sing	come	advcl	And even within those organizations in the drug trade, and when you have a confidential informant, trying to purchase a gun is even more of a challenge, because use or possession of a firearm with those crimes comes with heightened penalties.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	his political ideology or take on Ballot Question 1	is	be	Sing	what	cop	I don’t know what his political ideology or take on Ballot Question 1 is, but his “investigation” sucked.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A town or city ( madinah )	has	have	Sing	have	root	A town or city ( madinah) has a judge, ruler, or governor ( dayyan), certain power structure and systems.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A four - year bachelor ’s degree or 18 - month fast - track associate ’s degree	are	be	Plur	program	cop	A four-year bachelor’s degree or 18-month fast-track associate’s degree are among the most common accredited online paralegal programs.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	you window or entryway	is	be	Sing	condition	cop	On the off chance that you window or entryway is in great condition then why change it, repair it.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Europeans or Americans	have	have	Plur	do	aux	They just slap ankara on something that Europeans or Americans have already done or pioneered and then everybody oohs and aahs and says "wow that's so creative" when really it's not.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a winery or wine region	becomes	become	Sing	become	advcl:relcl	Remember that the more popular a winery or wine region becomes, the more expensive it is likely to be.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	only an automotive locksmith or the dealer	has	have	Sing	have	acl:relcl	All transponder chip keys and/or smart key fobs need to be programmed with a special programming machine that only an automotive locksmith or the dealer has.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	All transponder chip keys and / or smart key fobs	need	need	Plur	need	root	All transponder chip keys and/or smart key fobs need to be programmed with a special programming machine that only an automotive locksmith or the dealer has.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	The smartwatch or smart watches	seem	seem	Plur	seem	root	The smartwatch or smart watches seem to be a relatively new invention, although nothing is further from the truth, as the news that we bring you today shows us that companies like HP already thought this technology back in 1977 category.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the owner or a party in interest	prepares	prepare	Sing	prepare	advcl	The notice shall provide that unless the owner or a party in interest prepares and submits a rehabilitation plan to the appropriate municipal officials, the municipality will seek to gain possession of the building to rehabilitate the property and the associated cost shall be a lien against the property, which may be satisfied by the sale of the property, unless the owner applies to the court for reinstatement of control of the property as provided in section 15 of P.L.2003, c.210 (C.55:19-92).	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Michigan ’s Maternal Infant Health Program or MIHP	provides	provide	Sing	provide	root	Michigan’s Maternal Infant Health Program or MIHP provides a home care model that serves the needs of lower income mothers and infants and promotes more stable births and early childhood development.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The number one service or product sold in # MySola	is	be	Sing	haircolor	cop	9. The number one service or product sold in #MySola is haircolor.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the customer or Managed Hosting provider	reinvent	reinvent		reinvent	acl	This permits sensible reuse across the entire spectrum of capabilities and avoids the necessity for the customer or Managed Hosting provider to reinvent the infrastructure each time a capability is added.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A Accountant Miami or CPA	is	be	Sing	professional	cop	A Accountant Miami or CPA is a licensed professional who has passed the uniform CPA exam and is bound by the laws of the State and the profession.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your family members	are	be	Plur	struggle	aux	Our social workers can also provide individual and counseling services, if you or your family members are struggling with the emotional or physical impact of living with cancer.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Mechano Growth Factor or MGF	is	be	Sing	inducer	cop	Mechano Growth Factor or MGF is a potent inducer of muscle growth.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the fiscal cliff ( or even the concern of such )	looms	loom	Sing	loom	advcl	That's because the economy, given its current growth rate, has little room for error as the fiscal cliff (or even the concern of such) looms over consumers.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	has	have	Sing	have	advcl	If you or a loved one has heart disease in your family get a check up and find out what you can do to prevent the number one killer in America.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	scientists ( or some other very clever people )	have	have	Plur	invent	aux	Yes, scientists (or some other very clever people) have invented a sock that you Velcro to your newborn’s ankle to monitor their vital statistics.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Personal Pronoun	Plur	Not Pronoun	anybody within the EPA , or at the higher levels of any of our National Institutions ,	does	do	Sing	understand	aux	This forces me to ask a strongly-linked question … does anybody within the EPA, or at the higher levels of any of our National Institutions, really understand the word ‘sustainable’ ?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the discerning collector or investor	buy	buy		buy	xcomp	The focus of my website is on this portion of the hobby, The Highest Recorded Grade, making it easy for the discerning collector or investor to buy.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Creator or some divinely inspired earthly council	Has	have	Sing	sit	aux	Has the Creator or some divinely inspired earthly council sat down and determined that the Crow is the final arbiter of distance?	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	high - tensile machines and / or operating conditions	require	require	Plur	require	acl:relcl	The new products are specifically designed for use in belt forms where high-tensile machines and/or operating conditions require a belt with very low stretch properties.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any time or memoir	tells	tell	Sing	tell	advcl	This is usually so far from the most that if any time or memoir ever tells you that, show them the door back.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	others or even professionals	tell	tell	Plur	tell	acl:relcl	What matters most today for you, if you have BPD, is not all that you read or all that others or even professionals tell you.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A situation or person that 's been making you feel out of sorts	exits	exit	Sing	exit	root	A situation or person that's been making you feel out of sorts exits your life opening the door to a new beginning.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	behind ’ or ‘ beyond ’	implies	imply	Sing	imply	acl:relcl	In her collection of essays Touching Feeling (2002), Eve Kosofsky Sedgwick embraces the preposition ‘beside’ as a salient mode of critical theory addressing its subjects (instead of the exposure that ‘behind’ or ‘beyond’ implies).	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a family member	has	have	Sing	have	advcl	The hospitalists are readily available to you and generally can respond quickly whenever you or a family member has a question or concern.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Personal Pronoun	whatever setting I have my phone volume set too or what i would consider to be the " master " volume	is	be	Sing	what	cop	Is there any way to make it so whatever setting I have my phone volume set too or what i would consider to be the "master" volume is what my notifications will do?	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Several malls or department stores	setup	setup	Plur	setup	root	Several malls or department stores setup meticulously detailed environments for their model trains to tour.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	DA Form 7576 or the " Fwsva Summary Data Sheet "	is	be	Sing	form	cop	DA Form 7576 or the "Fwsva Summary Data Sheet" is a Department of the Army-issued form used by and within the United States Military.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The River Valleys CoC planning region , or community ,	includes	include	Sing	include	root	The River Valleys CoC planning region, or community, includes the area of 20 counties.	c4-train.00001-of-01024_parsed_xad.conllu
