experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a community group or organisation	gives	give	Sing	give	advcl	When a community group or organisation gives evidence before a committee, you generally expect that they are part of a larger grassroots movement or represent a number of businesses and are a genuine committee organisation.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	try	aux	“The emotional toll it takes on a teacher when he or she is trying to balance that individual student and the rest of the students without the support of a social worker or counselor is huge,” Potter said.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Epipaleolithic or " peripheral old stone age "	is	be	Sing	term	cop	The Epipaleolithic or "peripheral old stone age" is a term used for the hunter-gatherer cultures that existed after the end of the last ice age, before the Neolithic.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	individual schools or districts	face	face	Plur	face	acl:relcl	It is simply not possible for DOE employees and leaders to understand the intricacies of the problems that individual schools or districts face.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a director and / or officer	acts	act	Sing	act	advcl	Where a director and/or officer acts in their own self-interest at the detriment of the company, a shareholder can bring a claim on behalf of the company, called a derivative action.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	SEO or search engine optimization	plays	play	Sing	play	root	SEO or search engine optimization plays a key role in digital presence as it is the number one thing that drives traffic to a website.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your ZShock bezel or jewelry	Does	do	Sing	need	aux	Does your ZShock bezel or jewelry need Servicing?	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Not all email boxes or web browsers	support	support	Plur	support	root	Not all email boxes or web browsers support non ASCII characters.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The success or failure of a mission to “ deter ”	depends	depend	Sing	depend	root	The success or failure of a mission to “deter” depends on that choice.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The tamp mat or tamp stand	is	be	Sing	surface	cop	The tamp mat or tamp stand is a surface that allows the barista to press down on the portafilter during the tamping process without scoring the counter.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a truly noteworthy VXN high or low	is	be	Sing	what	cop	Eventually we will have enough back data to know what a truly noteworthy VXN high or low is, but for now it remains somewhat ambiguous.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Sewai or Sheer khorma as it is called by some	is	be	Sing	sweet	cop	Sewai or Sheer khorma as it is called by some is a sweet prepared in Indian subcontinent for Eid.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	this intention , or this wish ,	is	be	Sing	purpose	cop	But this intention, or this wish, is not the purpose of the creation.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or more of the rollers	do	do	Plur	turn	aux	If one or more of the rollers don’t turn freely, it’s a good idea to replace them all at the same time.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your community or organization	has	have	Sing	have	advcl	If your community or organization has a project for us to document, and a place for our intern to stay for the days it will take to document those projects, please contact the Appropedia Foundation at travelintern appropedia org.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or anyone you know	requires	require	Sing	require	advcl	If you or anyone you know requires legal assistance, do not hesitate to call Bloom Legal 24/7 at 504-599-9997.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your network clients or devices	support	support	Plur	support	ccomp	If so, first try enabling NAT-PMP only and see if your network clients or devices support it.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	architects or others	choose	choose	Plur	choose	advcl	Piedmont-Palladino goes on to note that design renderings often depict an overlap between real and imagined, but that there are implications for design when architects or others choose to ignore certain realities beyond the point of making beautiful drawings.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	fit	fit	Sing	fit	acl:relcl	When your human being, whenever deciding on a reckon, should go the chance of decreasing about the levels he or she fit, ones own bookmaker may clear away this specific levels amplified a result of predictions for Mali South Korea, they him self revealed with your guarantee which was strategy online betting.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	a potential patient ’s friends or family	has	have	Sing	like	aux	The potential here is that if a potential patient’s friends or family has Liked, Shared, Checked In or Recommended your physician offices in the past, that potential patient will see your offices pop up before any other physician’s offices in the Nearby App.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the claim or cause of action	arises	arise	Sing	arise	advcl	Any cause of action or claim you may have with respect to the site (including but not limited to the purchase of Identity One Sports, LLC products) must be commenced within one (1) year after the claim or cause of action arises.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Via Wi - Fi or ethernet	allows	allow	Sing	allow	root	Via Wi-Fi or ethernet allows you to login through your mobile device to control your WorkSeries printer.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	apps or the technology	do	do	Plur	function	aux	More importantly, their subscription payment models mean that you have the power to simply turn off the tap marked “cost” if apps or the technology do not function correctly – resulting in minimal financial risk being incurred.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Home improvement superstores or specialty stores	run	run	Plur	run	root	Home improvement superstores or specialty stores too often run out of stocks, or take too much effort on your part to find what you are looking for.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a victim , or plaintiff ,	shows	show	Sing	show	advcl	Negligence is established when a victim, or plaintiff, shows a driver has breached his or her duty to act as a reasonable or prudent person would act under similar circumstances.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	be	be		like	xcomp	Helping this one other Plan Ber to find one person he or she like to be with for trust and security.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Saturday of Souls ( or Soul Saturday )	is	be	Sing	day	cop	Saturday of Souls (or Soul Saturday) is a day set aside for the commemoration of the dead within the liturgical year of the Eastern Orthodox Church.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either S or Q	sits	sit	Sing	sit	parataxis	S sits third to right of Q, either S or Q sits an extreme end of line.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either S or Q	sits	sit	Sing	sit	parataxis	1) S sits third to right of Q, either S or Q sits an extreme end of line.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	court orders , or " injunctions , " compelling the defendant to take some type of action ( or to stop an offending activity )	are	be	Plur	form	cop	However, court orders, or "injunctions," compelling the defendant to take some type of action (or to stop an offending activity) are also available forms of relief in some cases.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	Retro Jacks or Better	Play	play		play	root	Retro Jacks or Better Play Now.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Deal or No Deal	Play	play		play	parataxis	Tiki Temple Play Now. Deal or No Deal Play Now. Fairest of Them All Play Now.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Deal or No Deal	Play	play		play	parataxis	Tiki Temple Play Now. Deal or No Deal Play Now. Fairest of Them All Play Now.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	Jacks or Better	Play	play		play	root	Jacks or Better Play Now.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your employee	injures	injure	Sing	injure	conj	Bodily injury and property damage liability: If a visitor is injured on your premises, or you or your employee injures some or damages property on your client’s premises.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your employees	commit	commit	Plur	commit	acl:relcl	Personal and advertising injury: Certain offenses you or your employees commit in the course of your business, such as libel, slander, disparagement or advertising copyright infringement.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	LAM - Mozambique Airlines , S. A. ( LAM - Linhas Aéreas de Moçambique , S. A. ) or Linhas Aéreas de Moçambique , Ltd. , operating as LAM Mozambique Airlines ( Portuguese : LAM Linhas Aéreas de Moçambique ) ,	is	be	Sing	carrier	cop	LAM - Mozambique Airlines, S. A. (LAM - Linhas Aéreas de Moçambique, S. A.) or Linhas Aéreas de Moçambique, Ltd., operating as LAM Mozambique Airlines (Portuguese: LAM Linhas Aéreas de Moçambique), is the flag carrier of Mozambique.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The “ density ” of social ties between countries , or the number of people exchanging messages with one another	is	be	Sing	explode	aux	The “density” of social ties between countries, or the number of people exchanging messages with one another is exploding.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	your child or someone	is	be	Sing	danger	cop	When you feel your child or someone is in danger, you can use the device software to quickly find their location and provide their position to emergency responders, and/or know where to go to find them.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	A kilometre or so	is	be	Sing	distance	cop	A kilometre or so is a more appropriate distance and it will only cost you 20 Baht.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the energy or essay with free example essay on terrorism	is	be	Sing	information	cop	However, global terrorism what do this task, the energy or essay with free example essay on terrorism is information on terrorism that influenced the internet.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	children or grandchildren of immigrants	feel	feel	Plur	feel	advcl:relcl	“Drawing on my own life experience, I naturally went to a story about how children or grandchildren of immigrants feel and their unique relationships with those parents or grandparents,” said Ries, 29.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	OSS clients or others trying to survive in tragic circumstances	be	be		impression	cop	We would hate for OSS clients or others trying to survive in tragic circumstances to be under the false impression that our services are no longer available.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	All other returns or exchanges , new or used ,	require	require	Plur	require	root	All other returns or exchanges, new or used, require a 20% restocking fee.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Olivia Ching or Xiaoqing	is	be	Sing	snake	cop	For example, the character Hau Ngai is also called Houyi and the Archer; Seung Ngo is also Chang’e and the Moon Goddess; Olivia Ching or Xiaoqing is also the green snake, the serpent, and a demon; Bai Suzhen is the white snake; there is some kind of a fox associated with the names Daji and Nuwa; and there are the parents of the suns—Xihe, and Dijun, who is likewise an emperor.	c4-train.00002-of-01024_parsed_xaa.conllu
