experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a human or animal	breaks	break	Sing	break	advcl	When a human or animal breaks or injures a leg, they are quickly able to find alternative ways to continue moving, but ambulatory robots lack such a capability.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the LGBTQ community , or any other group ,	has	have	Sing	have	ccomp	Please understand that the LGBTQ community, or any other group, has every right to expect to be treated with respect and putting an end to bullying of any type is a noble cause.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	what bait or lure	is	be	Sing	generate	aux	Let's face it, there's a lot we can learn and share from one another like what bait or lure is generating the best results.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone else	has	have	Sing	have	advcl	If you or someone else has an urgent mental health need, you can get help from the Crisis Resolution and Home Treatment service (CRHT) (external link).	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	situations or emergencies	occur	occur	Plur	occur	advcl	Answering phones, transfer calls and know whom to phone as situations or emergencies occur.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	summer outdoor life or winter life	is	be	Sing	favorite	cop	So whether summer outdoor life or winter life is your 16 year old's favorite, a headlamp is not only a necessity but a favorite top gift.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	state	cop	If your loved one is suffering from a memory-impairing illness, he or she is most likely in a very vulnerable state.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the fog or night	closes	close	Sing	close	root	Then, the fog or night closes down around you and the quirky driver puts on his blinker, and you think, now this is going to get good.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Conventional engineering , or “ forward ” engineering ,	flows	flow	Sing	flow	root	Conventional engineering, or “forward” engineering, flows from original design and concept, to schematic and documentation, to manufactured component.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	turn	aux	Finally, many times, the best pictures of your baby will be obtained when he or she has turned head downward so if you know that your baby is breech, you may want to postpone your appointment a week or two to increase the chance of your baby turning before your appointment.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Butane canisters ( or small cans )	provide	provide	Plur	provide	root	Butane canisters (or small cans) provide easier individual storage options than larger propane bottles.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	has	have	Sing	have	advcl	If you or someone you know has Internet service from AT&T (SBC) Yahoo DSL, they may require a computer settings change.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The pla stiline model or sculpt of the hedgehog	is	be	Sing	shape	aux	The pla stiline model or sculpt of the hedgehog is shaping up nicely.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	con­siders	con­sider	Sing	con­sider	acl:relcl	“Unquestioning obedience to the Lord indicates that a person has developed faith and trust in Him to the point where he or she con­siders all inspired instruction — whether it be recorded scripture or the words of modern prophets, or direct inspiration through the Holy Ghost — to be worthy of obedience” (“Believe all Things,” Ensign, July 2005, 32).	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the apostles or other brethren	visit	visit	Plur	visit	advcl	When the apostles or other brethren visit the stakes of Zion and are appointed to set in order anything requiring attention there, they do it by virtue of the commission, or authority, delegated to them by the President of the Church.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Plastic caps , or other means of protecting the top of round bales	helps	help	Sing	help	root	Plastic caps, or other means of protecting the top of round bales also helps to reduce losses from moisture.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Pronoun	70 % marks or higher	is	be	Sing	requirement	cop	70% marks or higher is the least requirement to clear the test successfully and make you eligible for the certification.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Consumer Price Index or CPI	measures	measure	Sing	measure	root	In Ecuador, the Consumer Price Index or CPI measures changes in the prices paid by consumers for a basket of goods and services.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Office of Personnel Management or any agency	develop	develop		develop	acl	It may be surprising, but under current law, there is no requirement that the Office of Personnel Management or any agency develop job-specific comparative salary data.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a toilet bowl or pan	is	be	Sing	level	cop	These are usually called “Turkish toilets” wherein a toilet bowl or pan is at floor level.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your friend or colleague	is	be	Sing	do	aux	Don’t do it just because your friend or colleague is doing it.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The metal tube or “ can ” that houses e-cigarette batteries	has	have	Sing	have	root	The metal tube or “can” that houses e-cigarette batteries has the weakest structural point at the ends, where it has been sealed.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a wind or breeze	occurs	occur	Sing	occur	advcl	These signs are designed to project out from your building and to swing if a wind or breeze occurs.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the thesis or dissertation	is	be	Sing	ticket	cop	Graduate study is all about writing, as the thesis or dissertation is the ticket to graduation.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Most spas or treatment centers	have	have	Plur	have	root	Most spas or treatment centers also have cafes or bars on site, so you can sit down for a good conversation after.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the exorbitance or dishonesty of their charges	exceeds	exceed	Sing	exceed	root	But the exorbitance or dishonesty of their charges rarely exceeds a certain reasonable scale, and hardly ever demands the bitter misery of a remonstrance.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an untraveled man or woman	is	be	Sing	animal	cop	The railways and the hotels between them have so churned up the people that an untraveled man or woman is a rare animal.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your wife or any other woman	be	be		you	cop	If your wife or any other woman be with you - the word "lady" is made so absolutely distasteful in American hotels that I cannot bring myself to use it in writing of them - she has been carried off to a lady's waiting room, and there remains in august wretchedness till the great man at the bar shall have decided on her fate.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A cambric handkerchief or muslin dress	come	come	Plur	come	root	A cambric handkerchief or muslin dress all come out at the same price.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	He or she who is so exclusive	pays	pay	Sing	pay	root	He or she who is so exclusive pays twice over for such meals - as they are charged as extras on the bill - and, after all, receives the advantage of no exclusive cooking.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Brooke , or Book - book as her sister Lane calls her ,	wants	want	Sing	want	root	Brooke, or Book-book as her sister Lane calls her, just wants to go, anywhere, a step forward is a step closer to Lane.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Google or Starbucks	reduce	reduce	Plur	reduce	advcl	As providers of tax services are quick to point out, if Google or Starbucks reduce their corporate tax bills by moving profits around from one jurisdiction to another, that is currently legal under present legislation.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or two	worry	worry	Plur	worry	root	As for the tax services professionals themselves, one or two worry that this last idea risks enveloping innocent people by accident and suggest instead that the tax services industry has its own independent regulatory body rather like the Financial Reporting Council for auditors.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a school or college	is	be	Sing	part	cop	We also understand how a school or college is part of a community and all the stakeholder’s views need to be incorporated into any project we do, so our process is flexible.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a boy or girl	sins	sin	Sing	sin	advcl	So if a boy or girl sins, the Guardian Angels are very sad.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	whatever town or village you enter ,	find	find		find	root	And whatever town or village you enter, find out who is worthy in it and stay there until you depart.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	root	Also, when you have much-loved artist, possibly he or she has an online site and you are able to check always and purchase their works via website.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	recipes or technologies	have	have	Plur	change	aux	Typically this is done when recipes or technologies have changed.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	hundreds or thousands of nodes	confirming	confirm		confirm	advcl	With hundreds or thousands of nodes confirming and backing up a transaction, discrepancies or attempts to change the information are easier to spot.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	even familiar themes or formats	feel	feel	Plur	feel	advcl	Here, too, the shows, games, advertisements, and other broadcasts are slightly misshapen, so that even familiar themes or formats feel wrong.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	BEM or Block Element Modifier	is	be	Sing	methodology	cop	BEM or Block Element Modifier is the methodology we use for naming.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	she or he	is	be	Sing	be	advcl	And if she or he is, doesn’t everyone on the leader’s team, up and down the line, know immediately they are a de facto part of the solution by virtue of the reporting structure?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	maintain	aux	Please know, your personal doctor is welcome to take care of you during your hospitalization if he or she has maintained active admitting privileges.	c4-train.00002-of-01024_parsed_xac.conllu
